Record No,Order Priority,Sales,Discount,Ship Method,Customer Name,Region,Market Segment,Product Category 1,Product Category 2,Product Category 3,Product Category 4,Ship Container,Order ID,Ordered On,Delivered On,Product Inventory
6982,3-MEDIUM,$150.15,6%,REGULAR AIR,Debra Catini-Entman,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1997,SMALL BOX,13508,12/16/2011,12/19/2011,OUT OF STOCK
6983,2-HIGH,"$1,404.38",10%,REGULAR AIR,Peter McVee,WEST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory28,SMALL PACK,13509,12/16/2011,12/19/2011,IN STOCK
6984,2-HIGH,"$1,259.17",12%,REGULAR AIR,Peter McVee,WEST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory40,WRAP BAG,13509,12/16/2011,12/19/2011,OUT OF STOCK
6985,4-NOT SPECIFIED,$51.09,2%,REGULAR AIR,David Flashing,EAST,CORPORATE                ,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Staples Pushpins,WRAP BAG,13510,12/16/2011,12/19/2011,OUT OF STOCK
6986,4-NOT SPECIFIED,$590.78,4%,REGULAR AIR,David Flashing,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1938,SMALL BOX,13510,12/16/2011,12/19/2011,IN STOCK
6975,1-URGENT,$53.84,2%,REGULAR AIR,Grace Kelly,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1991,SMALL BOX,13503,12/15/2011,12/17/2011,IN STOCK
6976,1-URGENT,$490.66,9%,REGULAR AIR,Grace Kelly,CENTRAL,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory42,SMALL BOX,13503,12/15/2011,12/22/2011,IN STOCK
6977,1-URGENT,"$9,153.81",3%,REGULAR AIR,Paul Prost,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,LX-588,SMALL BOX,13504,12/15/2011,12/17/2011,IN STOCK
6978,2-HIGH,"$5,186.67",5%,REGULAR AIR,Sandra Glassco,EAST,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,T39m,SMALL BOX,13505,12/15/2011,12/23/2011,IN STOCK
6979,4-NOT SPECIFIED,"$1,233.29",0%,REGULAR AIR,Barbara Fisher,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1890,SMALL BOX,13506,12/15/2011,12/18/2011,OUT OF STOCK
6980,2-HIGH,$917.53,4%,REGULAR AIR,Suzanne McNair,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,DPC 650 Piper,SMALL BOX,13507,12/15/2011,12/22/2011,IN STOCK
6974,5-LOW,$459.33,12%,EXPRESS AIR,Harold Pawlan,EAST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Imation DVD-RAM discs,SMALL PACK,13502,12/14/2011,12/17/2011,OUT OF STOCK
6969,1-URGENT,$651.09,9%,EXPRESS AIR,Henia Zydlo,WEST,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,FRAMES,Coloredge Poster Frame,WRAP BAG,13499,12/13/2011,12/19/2011,IN STOCK
6970,2-HIGH,$50.35,5%,REGULAR AIR,Jennifer Patt,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,ENVELOPES,COLORED ENVELOPES,Colored Envelopes,SMALL BOX,13500,12/13/2011,12/19/2011,IN STOCK
6971,2-HIGH,$134.16,10%,REGULAR AIR,Jennifer Patt,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1901,SMALL BOX,13500,12/13/2011,12/19/2011,IN STOCK
6972,1-URGENT,$124.38,6%,REGULAR AIR,William Brown,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1882,SMALL BOX,13501,12/13/2011,12/17/2011,IN STOCK
6973,1-URGENT,$8.63,10%,REGULAR AIR,William Brown,WEST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 339,WRAP BAG,13501,12/13/2011,12/19/2011,IN STOCK
6960,3-MEDIUM,"$1,774.64",3%,EXPRESS AIR,Mary O'Rourke,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory42,SMALL BOX,13495,12/12/2011,12/15/2011,IN STOCK
6961,3-MEDIUM,"$2,649.31",4%,REGULAR AIR,Mary O'Rourke,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 6161I,SMALL BOX,13495,12/12/2011,12/18/2011,IN STOCK
6962,2-HIGH,$61.35,7%,REGULAR AIR,Deanra Eno,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 20,SMALL BOX,13496,12/12/2011,12/15/2011,IN STOCK
6963,2-HIGH,$200.23,10%,REGULAR AIR,Deanra Eno,EAST,SMALL BUSINESS           ,TECHNOLOGY,OFFICE MACHINES,TELEPHONES,"210 Trimline Phone, White",MEDIUM BOX,13496,12/12/2011,12/18/2011,IN STOCK
6964,2-HIGH,$438.10,1%,REGULAR AIR,Nathan Mautz,EAST,HOME OFFICE              ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Targus USB Numeric Keypad,SMALL BOX,13497,12/12/2011,12/15/2011,IN STOCK
6965,2-HIGH,$108.69,8%,REGULAR AIR,Nathan Mautz,EAST,HOME OFFICE              ,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Staples Paper Clips,WRAP BAG,13497,12/12/2011,12/18/2011,IN STOCK
6966,5-LOW,$52.76,9%,REGULAR AIR,Victor Price,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1922,SMALL BOX,13498,12/12/2011,12/15/2011,IN STOCK
6967,5-LOW,"$1,293.38",1%,REGULAR AIR,Victor Price,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1925,SMALL BOX,13498,12/12/2011,12/15/2011,IN STOCK
6968,5-LOW,$513.59,2%,REGULAR AIR,Victor Price,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory2,SMALL PACK,13498,12/12/2011,12/25/2011,IN STOCK
6958,3-MEDIUM,$16.08,4%,REGULAR AIR,William Brown,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Durable Pressboard Binders,SMALL BOX,13493,12/11/2011,12/17/2011,IN STOCK
6959,1-URGENT,$258.19,5%,REGULAR AIR,Sue Ann Reed-Freeman,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 214,SMALL BOX,13494,12/11/2011,12/15/2011,IN STOCK
6955,5-LOW,$110.79,5%,REGULAR AIR,Naresj Patel,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 498,SMALL BOX,13490,12/09/2011,12/12/2011,IN STOCK
6956,3-MEDIUM,"$5,750.85",6%,REGULAR AIR,Sandra Glassco,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,T20e,SMALL BOX,13491,12/09/2011,12/14/2011,IN STOCK
6957,5-LOW,$310.65,8%,REGULAR AIR,Lena Cacioppo,WEST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 324,WRAP BAG,13492,12/09/2011,12/12/2011,OUT OF STOCK
6952,2-HIGH,"$2,522.25",10%,REGULAR AIR,Skye Norling-Christen,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 768,SMALL BOX,13487,12/08/2011,12/11/2011,IN STOCK
6953,3-MEDIUM,$85.81,5%,REGULAR AIR,Jane Waco,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 514,SMALL BOX,13488,12/08/2011,12/11/2011,IN STOCK
6954,1-URGENT,$56.80,3%,EXPRESS AIR,Stephanie Ulpright,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 320,WRAP BAG,13489,12/08/2011,12/13/2011,IN STOCK
6942,3-MEDIUM,"$2,172.49",2%,REGULAR AIR,Rose O'Brian-Murray,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1942,SMALL BOX,13483,12/07/2011,12/11/2011,IN STOCK
6943,3-MEDIUM,"$2,063.42",3%,REGULAR AIR,Rose O'Brian-Murray,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1934,SMALL BOX,13483,12/07/2011,12/12/2011,IN STOCK
6944,1-URGENT,$73.98,10%,REGULAR AIR,Steven Roelle,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 504,SMALL BOX,13484,12/07/2011,12/10/2011,IN STOCK
6945,1-URGENT,$108.42,2%,REGULAR AIR,Steven Roelle,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1930,SMALL BOX,13484,12/07/2011,12/12/2011,IN STOCK
6946,1-URGENT,$78.47,6%,REGULAR AIR,Steven Roelle,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 474,SMALL BOX,13484,12/07/2011,12/13/2011,IN STOCK
6947,2-HIGH,$48.37,8%,REGULAR AIR,Thomas Seio,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 322,WRAP BAG,13485,12/07/2011,12/10/2011,IN STOCK
6948,2-HIGH,$44.64,3%,EXPRESS AIR,Thomas Seio,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 312,WRAP BAG,13485,12/07/2011,12/11/2011,IN STOCK
6949,2-HIGH,"$1,517.20",3%,REGULAR AIR,Thomas Seio,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory35,SMALL BOX,13485,12/07/2011,12/12/2011,IN STOCK
6950,3-MEDIUM,$929.22,6%,REGULAR AIR,Suzanne McNair,WEST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Pocket Keypad,SMALL BOX,13486,12/07/2011,12/09/2011,IN STOCK
6951,3-MEDIUM,$572.11,2%,REGULAR AIR,Suzanne McNair,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,R289LX,SMALL BOX,13486,12/07/2011,12/10/2011,IN STOCK
6936,4-NOT SPECIFIED,$66.07,6%,EXPRESS AIR,Yoseph Carroll-Englig,WEST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 322,WRAP BAG,13479,12/06/2011,12/09/2011,IN STOCK
6937,4-NOT SPECIFIED,$272.22,9%,REGULAR AIR,Yoseph Carroll-Englig,WEST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 230,SMALL BOX,13479,12/06/2011,12/09/2011,IN STOCK
6938,4-NOT SPECIFIED,$490.23,11%,DELIVERY TRUCK,Mary O'Rourke,WEST,CORPORATE                ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Novimex Fabric Task Chair,JUMBO DRUM,13480,12/06/2011,12/09/2011,OUT OF STOCK
6939,5-LOW,$71.96,9%,REGULAR AIR,Jennifer Patt,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Lumber Crayons,WRAP BAG,13481,12/06/2011,12/09/2011,IN STOCK
6940,5-LOW,$322.46,4%,REGULAR AIR,Jennifer Patt,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 188,SMALL BOX,13481,12/06/2011,12/19/2011,IN STOCK
6941,2-HIGH,"$1,828.08",4%,EXPRESS AIR,Nona Balk,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 252,SMALL BOX,13482,12/06/2011,12/10/2011,IN STOCK
6931,4-NOT SPECIFIED,$257.43,5%,REGULAR AIR,Michael Oakman,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 227,SMALL BOX,13475,12/05/2011,12/12/2011,IN STOCK
6932,4-NOT SPECIFIED,$220.84,5%,REGULAR AIR,Nona Balk,EAST,CONSUMER                 ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,"SlimView Poly Binder, 3/8""",SMALL BOX,13476,12/05/2011,12/08/2011,IN STOCK
6933,2-HIGH,$271.77,2%,REGULAR AIR,Dario Medina,WEST,CONSUMER                 ,FURNITURE,OFFICE FURNISHINGS,DESK LAMPS,Dana Swing-Arm Lamps,LARGE BOX,13477,12/05/2011,12/10/2011,IN STOCK
6934,5-LOW,$920.21,4%,REGULAR AIR,Joseph Airdo,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory2,SMALL PACK,13478,12/05/2011,12/08/2011,OUT OF STOCK
6935,5-LOW,$175.05,5%,EXPRESS AIR,Joseph Airdo,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 201,SMALL BOX,13478,12/05/2011,12/08/2011,OUT OF STOCK
6928,4-NOT SPECIFIED,$260.31,5%,REGULAR AIR,Deanra Eno,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 216,SMALL BOX,13473,12/04/2011,12/06/2011,IN STOCK
6929,4-NOT SPECIFIED,$101.34,6%,REGULAR AIR,Deanra Eno,EAST,CORPORATE                ,OFFICE SUPPLIES,ENVELOPES,BUSINESS ENVELOPES,Staples Standard Envelopes,SMALL BOX,13473,12/04/2011,12/10/2011,IN STOCK
6930,4-NOT SPECIFIED,"$2,948.69",2%,REGULAR AIR,Paul Prost,EAST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Access Duo,SMALL BOX,13474,12/04/2011,12/06/2011,IN STOCK
6920,5-LOW,$99.25,3%,REGULAR AIR,Heather Jas-Hannaway,WEST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 507,SMALL BOX,13470,12/03/2011,12/16/2011,IN STOCK
6921,4-NOT SPECIFIED,$130.54,0%,REGULAR AIR,Herbert Flentye,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Economy #2 Pencils,WRAP BAG,13471,12/03/2011,12/08/2011,IN STOCK
6922,4-NOT SPECIFIED,"$2,289.92",9%,REGULAR AIR,Herbert Flentye,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1941,SMALL BOX,13471,12/03/2011,12/08/2011,IN STOCK
6923,4-NOT SPECIFIED,"$2,215.71",3%,DELIVERY TRUCK,Herbert Flentye,CENTRAL,CONSUMER                 ,FURNITURE,TABLES,SHOP TABLES,Safco Drafting Table,JUMBO DRUM,13471,12/03/2011,12/12/2011,IN STOCK
6924,4-NOT SPECIFIED,"$1,324.03",9%,REGULAR AIR,Mathew Reese,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1960,SMALL BOX,13472,12/03/2011,12/06/2011,IN STOCK
6925,4-NOT SPECIFIED,$37.89,0%,REGULAR AIR,Mathew Reese,EAST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Imation DVD-RAM discs,SMALL PACK,13472,12/03/2011,12/07/2011,IN STOCK
6926,4-NOT SPECIFIED,$334.05,4%,REGULAR AIR,Mathew Reese,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 5120,SMALL BOX,13472,12/03/2011,12/09/2011,IN STOCK
6927,4-NOT SPECIFIED,$352.51,5%,EXPRESS AIR,Mathew Reese,EAST,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,FRAMES,DAX Wood Document Frame,SMALL PACK,13472,12/03/2011,12/10/2011,IN STOCK
6918,4-NOT SPECIFIED,$33.58,4%,REGULAR AIR,Hilary Holden,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1931,SMALL BOX,13468,12/02/2011,12/04/2011,IN STOCK
6919,2-HIGH,"$3,780.78",0%,DELIVERY TRUCK,Michael Moore,EAST,CORPORATE                ,FURNITURE,TABLES,MEETING ROOM TABLES,KI Adjustable-Height Table,JUMBO BOX,13469,12/02/2011,12/15/2011,IN STOCK
6905,1-URGENT,"$2,041.22",3%,REGULAR AIR,Michael Oakman,WEST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,CF 768,SMALL BOX,13463,12/01/2011,12/03/2011,IN STOCK
6906,1-URGENT,$181.75,10%,REGULAR AIR,Michael Oakman,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1923,SMALL BOX,13463,12/01/2011,12/07/2011,IN STOCK
6907,2-HIGH,$16.02,9%,REGULAR AIR,Harold Pawlan,EAST,CONSUMER                 ,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Assorted Color Push Pins,WRAP BAG,13464,12/01/2011,12/08/2011,IN STOCK
6908,2-HIGH,$16.97,7%,REGULAR AIR,Harold Pawlan,EAST,CONSUMER                 ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Economy Binders,SMALL BOX,13464,12/01/2011,12/09/2011,IN STOCK
6909,5-LOW,"$8,053.30",12%,REGULAR AIR,Grace Kelly,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 2180,SMALL BOX,13465,12/01/2011,12/04/2011,OUT OF STOCK
6910,5-LOW,"$2,192.74",11%,EXPRESS AIR,Grace Kelly,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 3390,SMALL BOX,13465,12/01/2011,12/04/2011,OUT OF STOCK
6911,5-LOW,$833.43,8%,REGULAR AIR,Grace Kelly,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1941,SMALL BOX,13465,12/01/2011,12/04/2011,OUT OF STOCK
6912,5-LOW,$47.85,10%,REGULAR AIR,Elizabeth Moffitt,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 214,SMALL BOX,13466,12/01/2011,12/04/2011,IN STOCK
6913,5-LOW,$130.37,0%,REGULAR AIR,Elizabeth Moffitt,EAST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Staples* Packaging Labels,SMALL BOX,13466,12/01/2011,12/09/2011,IN STOCK
6914,5-LOW,"$1,775.34",7%,REGULAR AIR,Elizabeth Moffitt,EAST,HOME OFFICE              ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Access Duo,SMALL BOX,13466,12/01/2011,12/14/2011,IN STOCK
6915,5-LOW,"$1,813.48",5%,REGULAR AIR,Elizabeth Moffitt,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory36,SMALL PACK,13466,12/01/2011,12/19/2011,OUT OF STOCK
6916,1-URGENT,"$3,039.96",8%,REGULAR AIR,Karen Seio,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 2190,SMALL BOX,13467,12/01/2011,12/04/2011,IN STOCK
6917,1-URGENT,$106.95,7%,REGULAR AIR,Karen Seio,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,WRITINGS PADS,Loose Memo Sheets,WRAP BAG,13467,12/01/2011,12/04/2011,IN STOCK
6902,1-URGENT,"$9,760.87",4%,REGULAR AIR,Peter McVee,EAST,SMALL BUSINESS           ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,SAFCO Arco Folding Chair,LARGE BOX,13461,11/30/2011,12/04/2011,IN STOCK
6903,1-URGENT,"$1,055.76",1%,EXPRESS AIR,Peter McVee,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,Binding Machine Supplies,SMALL BOX,13461,11/30/2011,12/06/2011,IN STOCK
6904,2-HIGH,$50.43,10%,EXPRESS AIR,Sue Ann Reed-Freeman,EAST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,DIXON Oriole® Pencils,WRAP BAG,13462,11/30/2011,12/02/2011,IN STOCK
6898,3-MEDIUM,$137.64,6%,REGULAR AIR,Joseph Airdo,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Heavy-Duty E-Z-D® Binders,SMALL BOX,13458,11/29/2011,12/01/2011,IN STOCK
6899,2-HIGH,$33.63,0%,REGULAR AIR,Olvera Toch,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 307,WRAP BAG,13459,11/29/2011,12/03/2011,IN STOCK
6900,2-HIGH,$63.69,10%,REGULAR AIR,Olvera Toch,WEST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,MODEMS,Sterling V.92 PCI Softmodem,SMALL BOX,13459,11/29/2011,12/06/2011,IN STOCK
6901,3-MEDIUM,$138.91,4%,REGULAR AIR,Sarah Jordon-Smith,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1999,SMALL BOX,13460,11/29/2011,12/01/2011,IN STOCK
6890,5-LOW,$216.57,6%,REGULAR AIR,Meg Tillman-Sachs,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 473,SMALL BOX,13455,11/28/2011,12/01/2011,IN STOCK
6891,5-LOW,"$2,621.46",10%,DELIVERY TRUCK,Meg Tillman-Sachs,EAST,CORPORATE                ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Global Super Steno Chair,JUMBO DRUM,13455,11/28/2011,12/01/2011,IN STOCK
6892,5-LOW,$441.37,9%,REGULAR AIR,Meg Tillman-Sachs,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,V2260,SMALL BOX,13455,11/28/2011,12/01/2011,IN STOCK
6893,5-LOW,$206.36,3%,REGULAR AIR,Meg Tillman-Sachs,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1992,SMALL BOX,13455,11/28/2011,12/15/2011,IN STOCK
6894,4-NOT SPECIFIED,$175.87,5%,REGULAR AIR,Steven Roelle,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 209,SMALL BOX,13456,11/28/2011,12/01/2011,IN STOCK
6895,4-NOT SPECIFIED,$125.02,8%,REGULAR AIR,Steven Roelle,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell Chalk Holder,WRAP BAG,13456,11/28/2011,12/03/2011,IN STOCK
6896,1-URGENT,$69.63,9%,REGULAR AIR,Sarah Jordon-Smith,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 32,WRAP BAG,13457,11/28/2011,12/02/2011,IN STOCK
6897,1-URGENT,$105.23,8%,REGULAR AIR,Sarah Jordon-Smith,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1956,SMALL BOX,13457,11/28/2011,12/04/2011,IN STOCK
6880,5-LOW,$191.11,6%,REGULAR AIR,Robert Marley,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 330,WRAP BAG,13452,11/27/2011,11/30/2011,OUT OF STOCK
6881,5-LOW,"$6,577.26",0%,REGULAR AIR,Robert Marley,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC 8000,SMALL BOX,13452,11/27/2011,11/30/2011,OUT OF STOCK
6882,5-LOW,$114.62,4%,REGULAR AIR,Robert Marley,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1953,SMALL BOX,13452,11/27/2011,11/30/2011,OUT OF STOCK
6883,5-LOW,$13.08,1%,REGULAR AIR,Robert Marley,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 221,SMALL BOX,13452,11/27/2011,11/30/2011,OUT OF STOCK
6884,2-HIGH,"$5,508.50",3%,REGULAR AIR,Grace Kelly,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,V66,SMALL BOX,13453,11/27/2011,11/30/2011,IN STOCK
6885,2-HIGH,$240.07,5%,REGULAR AIR,Grace Kelly,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 210,SMALL BOX,13453,11/27/2011,12/02/2011,IN STOCK
6886,2-HIGH,$65.67,2%,REGULAR AIR,Grace Kelly,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 210,SMALL BOX,13453,11/27/2011,12/03/2011,IN STOCK
6887,5-LOW,"$1,679.53",1%,REGULAR AIR,Maurice Satty,CENTRAL,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory32,SMALL PACK,13454,11/27/2011,11/30/2011,IN STOCK
6888,5-LOW,"$1,022.98",0%,REGULAR AIR,Maurice Satty,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Legal 4-Ring Binder,SMALL BOX,13454,11/27/2011,12/05/2011,IN STOCK
6889,5-LOW,$169.99,9%,REGULAR AIR,Maurice Satty,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 203,SMALL BOX,13454,11/27/2011,12/14/2011,OUT OF STOCK
6876,5-LOW,$37.51,12%,EXPRESS AIR,Roy Skaria,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 315,WRAP BAG,13449,11/26/2011,11/29/2011,OUT OF STOCK
6877,5-LOW,$475.90,2%,REGULAR AIR,Deanra Eno,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1936,SMALL BOX,13450,11/26/2011,11/29/2011,IN STOCK
